关系中文名称,关系英文名称,反关系中文名称,反关系英文名称,对象1中文名称,对象1英文名称,对象2中文名称,对象2英文名称
影响,affects,被影响,isAffectedby,全球通老客流失ARPU,ARPUofChurnedExistingGoToneCustomers,全球通老客流失收入占比,ProportionofChurnRevenuefromExistingGoToneCustomers
影响,affects,被影响,isAffectedby,全球通老客流失收入占比,ProportionofChurnRevenuefromExistingGoToneCustomers,全球通总收入,TotalGlobalSystemRevenue
影响,affects,被影响,isAffectedby,全球通超套客户ARPU,ARPUofGoToneOverPackageCustomers,全球通超套客户收入占比,ProportionofRevenuefromGoToneOverPackageCustomers
影响,affects,被影响,isAffectedby,全球通超套客户收入占比,ProportionofRevenuefromGoToneOverPackageCustomers,全球通总收入,TotalGlobalSystemRevenue
影响,affects,被影响,isAffectedby,当月携出单容损失金额,MonthlyPerCustomerRevenueLossfromPortingOut,全球通携出金额,GlobalPortingOutAmount
影响,affects,被影响,isAffectedby,全球通携出金额,GlobalPortingOutAmount,总收入影响,TotalRevenueImpact
影响,affects,被影响,isAffectedby,拆机金额,ServiceCancellationAmount,总收入影响,TotalRevenueImpact
影响,affects,被影响,isAffectedby,当月离网单容损失金额,MonthlyPerCustomerRevenueLossfromChurn,全球通离网规模,GlobalSystemChurnScale
影响,affects,被影响,isAffectedby,全球通超套客户规模,ScaleofGoToneOverPackageCustomers,超套客户占比,ProportionofOverPackageCustomers
影响,affects,被影响,isAffectedby,手机上网流量份额,MobileDataUsageShare,流量饱和度,DataUsageSaturationRate
影响,affects,被影响,isAffectedby,流量饱和度,DataUsageSaturationRate,超套客户占比,ProportionofOverPackageCustomers
影响,affects,被影响,isAffectedby,超套客户占比,ProportionofOverPackageCustomers,超套客户归位策略数量,NumberofOverPackageCustomerReorientationStrategies
影响,affects,被影响,isAffectedby,超套风险客户低频高额,HighValueLowFrequencyOverPackageRiskCustomers,超套客户归位策略数量,NumberofOverPackageCustomerReorientationStrategies
影响,affects,被影响,isAffectedby,超套风险客户高频高额,HighValueHighFrequencyOverPackageRiskCustomers,超套客户归位策略数量,NumberofOverPackageCustomerReorientationStrategies
影响,affects,被影响,isAffectedby,超套风险客户低频低额,LowValueLowFrequencyOverPackageRiskCustomers,超套客户归位策略数量,NumberofOverPackageCustomerReorientationStrategies
影响,affects,被影响,isAffectedby,超套风险客户高频低额,LowValueHighFrequencyOverPackageRiskCustomers,超套客户归位策略数量,NumberofOverPackageCustomerReorientationStrategies
影响,affects,被影响,isAffectedby,超套客户归位策略数量,NumberofOverPackageCustomerReorientationStrategies,超套客户触达量,OverPackageCustomerReachVolume
影响,affects,被影响,isAffectedby,超套客户触达量,OverPackageCustomerReachVolume,超套归位主套餐类,MainPackageReorientationforOverPackageCustomers
影响,affects,被影响,isAffectedby,超套归位主套餐类,MainPackageReorientationforOverPackageCustomers,全球通升档规模,GlobalSystemUpgradeScale
影响,affects,被影响,isAffectedby,超套归位流量包类,DataPackageReorientationforOverPackageCustomers,全球通升档规模,GlobalSystemUpgradeScale
影响,affects,被影响,isAffectedby,智家办理量,SmartHomeServiceSubscriptionVolume,智家硬件偏好需求客户,CustomerswithPreferenceforSmartHomeHardware
影响,affects,被影响,isAffectedby,终端硬件办理量,TerminalHardwareSubscriptionVolume,全球通客户终端客户数,NumberofGlobalSystemTerminalCustomers
影响,affects,被影响,isAffectedby,全球通客户满意度,GoToneCustomerSatisfaction,全球通整体大网满意度,OverallGoToneNetworkSatisfaction
影响,affects,被影响,isAffectedby,全球通融合客户满意度,GoToneConvergedCustomerSatisfaction,全球通客户满意度,GoToneCustomerSatisfaction
影响,affects,被影响,isAffectedby,全球通宽带客户满意度,GoToneBroadbandCustomerSatisfaction,全球通融合客户满意度,GoToneConvergedCustomerSatisfaction
影响,affects,被影响,isAffectedby,全球通宽带大网满意度,GoToneBroadbandNetworkSatisfaction,全球通整体大网满意度,OverallGoToneNetworkSatisfaction
影响,affects,被影响,isAffectedby,全球通权益客户满意度,GoToneBenefitCustomerSatisfaction,全球通客户满意度,GoToneCustomerSatisfaction
影响,affects,被影响,isAffectedby,全球通终端客户满意度,GoToneTerminalCustomerSatisfaction,全球通客户满意度,GoToneCustomerSatisfaction
影响,affects,被影响,isAffectedby,全球通整体大网满意度,OverallGoToneNetworkSatisfaction,全球通客户满意度,GoToneCustomerSatisfaction
影响,affects,被影响,isAffectedby,全球通手机满意度,GoToneMobilePhoneSatisfaction,全球通整体大网满意度,OverallGoToneNetworkSatisfaction
影响,affects,被影响,isAffectedby,全球通手机上网大网满意度,GoToneMobileDataNetworkSatisfaction,全球通整体大网满意度,OverallGoToneNetworkSatisfaction
影响,affects,被影响,isAffectedby,全球通营销宣传满意度,GoToneMarketingandPromotionSatisfaction,全球通营销宣传大网满意度,GoToneMarketingandPromotionNetworkSatisfaction
影响,affects,被影响,isAffectedby,全球通营销宣传大网满意度,GoToneMarketingandPromotionNetworkSatisfaction,全球通整体大网满意度,OverallGoToneNetworkSatisfaction
影响,affects,被影响,isAffectedby,网络质量不好,PoorNetworkQuality,全球通离网意向客户占比,ProportionofGoToneCustomerswithChurnIntent
影响,affects,被影响,isAffectedby,服务不满,DissatisfactionwithServices,全球通拆机意向客户占比,ProportionofGoToneCustomerswithServiceCancellationIntent
影响,affects,被影响,isAffectedby,离京出国,DeparturefromBeijing_Abroad,全球通离网意向客户占比,ProportionofGoToneCustomerswithChurnIntent
影响,affects,被影响,isAffectedby,查码工单量,CodeInquiryWorkOrderVolume,接通率,ConnectionRate
影响,affects,被影响,isAffectedby,接通率,ConnectionRate,全球通客户满意度,GoToneCustomerSatisfaction
影响,affects,被影响,isAffectedby,及时率,TimelinessRate,全球通客户满意度,GoToneCustomerSatisfaction
影响,affects,被影响,isAffectedby,全球通联通异网侵扰量,GlobalSystemChinaUnicomInvasionVolume,全球通联通携出规模,GlobalSystemChinaUnicomPortoutScale
影响,affects,被影响,isAffectedby,全球通电信异网侵扰量,GlobalSystemChinaTelecomInvasionVolume,全球通电信携出规模,GlobalSystemChinaTelecomPortoutScale
影响,affects,被影响,isAffectedby,成员资费侵扰,MemberTariffIntrusion,成员携出规模,MemberPortingOutScale
影响,affects,被影响,isAffectedby,终端号卡侵扰,TerminalSIMCardIntrusion,全球通拆机意向规模,ScaleofGoToneServiceCancellationIntent
影响,affects,被影响,isAffectedby,全球通融合客户到期续约数,NumberofRenewedGoToneConvergedCustomersUponExpiration,全球通融合客户到期续约率,RenewalRateofGoToneConvergedCustomersUponExpiration
影响,affects,被影响,isAffectedby,全球通融合客户到期续约率,RenewalRateofGoToneConvergedCustomersUponExpiration,全球通老客留存数量,NumberofRetainedExistingGoToneCustomers
影响,affects,被影响,isAffectedby,全球通宽带客户到期续约数,NumberofRenewedGoToneBroadbandCustomersUponExpiration,全球通宽带客户到期续约率,RenewalRateofGoToneBroadbandCustomersUponExpiration
影响,affects,被影响,isAffectedby,全球通宽带客户到期续约率,RenewalRateofGoToneBroadbandCustomersUponExpiration,全球通老客留存数量,NumberofRetainedExistingGoToneCustomers
影响,affects,被影响,isAffectedby,全球通权益客户到期续约数,NumberofRenewedGoToneBenefitCustomersUponExpiration,全球通权益客户到期续约率,RenewalRateofGoToneBenefitCustomersUponExpiration
影响,affects,被影响,isAffectedby,全球通权益客户到期续约率,RenewalRateofGoToneBenefitCustomersUponExpiration,全球通老客留存数量,NumberofRetainedExistingGoToneCustomers
影响,affects,被影响,isAffectedby,全球通终端客户到期续约数,NumberofRenewedGoToneTerminalCustomersUponExpiration,全球通终端客户到期续约率,RenewalRateofGoToneTerminalCustomersUponExpiration
影响,affects,被影响,isAffectedby,全球通终端客户到期续约率,RenewalRateofGoToneTerminalCustomersUponExpiration,全球通老客留存数量,NumberofRetainedExistingGoToneCustomers
影响,affects,被影响,isAffectedby,终端硬合约规模,TerminalHardContractScale,硬合约率,HardContractRate
影响,affects,被影响,isAffectedby,硬合约率,HardContractRate,全球通老客留存数量,NumberofRetainedExistingGoToneCustomers
影响,affects,被影响,isAffectedby,低饱和无硬合约,LowSaturationWithoutHardContracts,全球通低饱和客户占比,ProportionofLowSaturationGoToneCustomers
影响,affects,被影响,isAffectedby,全球通低饱和客户占比,ProportionofLowSaturationGoToneCustomers,低饱和客户群组业务策略数量,NumberofBusinessStrategiesforLowSaturationCustomerGroups
影响,affects,被影响,isAffectedby,大网低饱和客户占比,ProportionofLowSaturationNetworkCustomers,低饱和客户群组业务策略数量,NumberofBusinessStrategiesforLowSaturationCustomerGroups
影响,affects,被影响,isAffectedby,低饱和客户群组业务策略数量,NumberofBusinessStrategiesforLowSaturationCustomerGroups,低饱和客户触达量,LowSaturationCustomerReachVolume
影响,affects,被影响,isAffectedby,低饱和客户触达量,LowSaturationCustomerReachVolume,低饱和归位万能副卡,UniversalSecondaryCardReorientationforLowSaturationCustomers
影响,affects,被影响,isAffectedby,低饱和归位万能副卡,UniversalSecondaryCardReorientationforLowSaturationCustomers,全球通升档规模,GlobalSystemUpgradeScale
影响,affects,被影响,isAffectedby,低饱和归位爱家产品计划,AijiaProductPlanReorientationforLowSaturationCustomers,全球通升档规模,GlobalSystemUpgradeScale
影响,affects,被影响,isAffectedby,硬合约客户规模,ScaleofHardContractCustomers,中高饱和有宽,MediumHighSaturationwithBroadband
影响,affects,被影响,isAffectedby,中高饱和有宽,MediumHighSaturationwithBroadband,全球通宽带潜在客户数,PotentialGlobalSystemBroadbandCustomers
影响,affects,被影响,isAffectedby,中高端客户到达规模,MidtoHighEndCustomerReachScale,全球通总收入,TotalGlobalSystemRevenue
影响,affects,被影响,isAffectedby,中高端客户净增,NetIncreaseinMidtoHighEndCustomers,中高端客户到达规模,MidtoHighEndCustomerReachScale
影响,affects,被影响,isAffectedby,FTTR发展到达规模,FTTRDevelopmentReachScale,全球通宽带潜在客户数,PotentialGlobalSystemBroadbandCustomers
影响,affects,被影响,isAffectedby,FTTR发展净增,NetIncreaseinFTTRDevelopment,FTTR发展到达规模,FTTRDevelopmentReachScale
影响,affects,被影响,isAffectedby,移动高清发展到达规模,MobileHDDevelopmentReachScale,固移融合率,FixedMobileConvergenceRate
影响,affects,被影响,isAffectedby,云电脑发展到达规模,CloudComputerDevelopmentReachScale,全球通融合客户规模,GlobalSystemConvergedCustomerScale
影响,affects,被影响,isAffectedby,APP客户活跃规模,ActiveAPPCustomerScale,APP客户渗透率,APPCustomerPenetrationRate
影响,affects,被影响,isAffectedby,APP客户渗透率,APPCustomerPenetrationRate,全球通客户满意度,GoToneCustomerSatisfaction
影响,affects,被影响,isAffectedby,三大计划参与率,ParticipationRateofThreeMajorPlans,全球通客户满意度,GoToneCustomerSatisfaction
影响,affects,被影响,isAffectedby,全球通升级计划参与客户量,NumberofParticipantsinGoToneUpgradePlan,全球通升级计划参与率,ParticipationRateofGoToneUpgradePlan
影响,affects,被影响,isAffectedby,全球通升级计划参与率,ParticipationRateofGoToneUpgradePlan,三大计划参与率,ParticipationRateofThreeMajorPlans
影响,affects,被影响,isAffectedby,网龄回馈计划参与客户量,NumberofParticipantsinNetworkAgeRewardPlan,网龄回馈计划参与率,ParticipationRateofNetworkAgeRewardPlan
影响,affects,被影响,isAffectedby,网龄回馈计划参与率,ParticipationRateofNetworkAgeRewardPlan,三大计划参与率,ParticipationRateofThreeMajorPlans
影响,affects,被影响,isAffectedby,移动爱家计划参与客户量,NumberofParticipantsinMobileAijiaPlan,移动爱家计划参与率,ParticipationRateofMobileAijiaPlan
影响,affects,被影响,isAffectedby,移动爱家计划参与率,ParticipationRateofMobileAijiaPlan,三大计划参与率,ParticipationRateofThreeMajorPlans
影响,affects,被影响,isAffectedby,全球通携出客户综合挽留数量,NumberofComprehensiveRetentionsforGoTonePortingOutCustomers,全球通携出客户综合挽留率,ComprehensiveRetentionRateforGoTonePortingOutCustomers
影响,affects,被影响,isAffectedby,全球通携出客户综合挽留率,ComprehensiveRetentionRateforGoTonePortingOutCustomers,全球通携出数量,NumberofGoTonePortingOutCases
影响,affects,被影响,isAffectedby,拆机综合挽留成功率,ComprehensiveRetentionSuccessRateforServiceCancellations,全球通拆机规模,GlobalSystemDisconnectionScale
影响,affects,被影响,isAffectedby,全球通携出意向规模,ScaleofGoTonePortingOutIntent,携出风险占比,ProportionofPortingOutRisk
影响,affects,被影响,isAffectedby,全球通携出意向客户占比,ProportionofGoToneCustomerswithPortingOutIntent,全球通携出意向规模,ScaleofGoTonePortingOutIntent
影响,affects,被影响,isAffectedby,携出风险占比,ProportionofPortingOutRisk,全球通携出数量,NumberofGoTonePortingOutCases
影响,affects,被影响,isAffectedby,全球通携出数量,NumberofGoTonePortingOutCases,全球通携出率,GoTonePortingOutRate
影响,affects,被影响,isAffectedby,成员携出规模,MemberPortingOutScale,全球通携出数量,NumberofGoTonePortingOutCases
影响,affects,被影响,isAffectedby,携出处理及时率,TimelinessRateofPortingOutProcessing,全球通携出客户综合挽留数量,NumberofComprehensiveRetentionsforGoTonePortingOutCustomers
影响,affects,被影响,isAffectedby,携出查码工单量,PortingOutCodeInquiryWorkOrderVolume,携出接通率,PortingOutConnectionRate
影响,affects,被影响,isAffectedby,携出接通率,PortingOutConnectionRate,全球通携出客户综合挽留数量,NumberofComprehensiveRetentionsforGoTonePortingOutCustomers
影响,affects,被影响,isAffectedby,全球通携出客户品牌转换量,NumberofBrandConversionsAmongGoTonePortingOutCustomers,全球通携出客户品牌转换占比,ProportionofBrandConversionsAmongGoTonePortingOutCustomers
影响,affects,被影响,isAffectedby,全球通携出客户品牌转换占比,ProportionofBrandConversionsAmongGoTonePortingOutCustomers,全球通携出数量,NumberofGoTonePortingOutCases
影响,affects,被影响,isAffectedby,全球通异网携出占比,ProportionofGoTonePortingOuttoOtherNetworks,全球通携出率,GoTonePortingOutRate
影响,affects,被影响,isAffectedby,全球通电信携出规模,GlobalSystemChinaTelecomPortoutScale,全球通电信携出占比,ProportionofGoTonePortingOuttoChinaTelecom
影响,affects,被影响,isAffectedby,全球通电信携出占比,ProportionofGoTonePortingOuttoChinaTelecom,全球通异网携出占比,ProportionofGoTonePortingOuttoOtherNetworks
影响,affects,被影响,isAffectedby,全球通联通携出规模,GlobalSystemChinaUnicomPortoutScale,全球通联通携出占比,ProportionofGoTonePortingOuttoChinaUnicom
影响,affects,被影响,isAffectedby,全球通联通携出占比,ProportionofGoTonePortingOuttoChinaUnicom,全球通异网携出占比,ProportionofGoTonePortingOuttoOtherNetworks
影响,affects,被影响,isAffectedby,全球通拆机意向客户占比,ProportionofGoToneCustomerswithServiceCancellationIntent,全球通拆机意向规模,ScaleofGoToneServiceCancellationIntent
影响,affects,被影响,isAffectedby,全球通拆机意向规模,ScaleofGoToneServiceCancellationIntent,全球通拆机意向工单数,NumberofWorkOrdersforGoToneServiceCancellationIntent
影响,affects,被影响,isAffectedby,全球通拆机意向工单数,NumberofWorkOrdersforGoToneServiceCancellationIntent,拆机处理及时率,TimelinessRateofServiceCancellationProcessing
影响,affects,被影响,isAffectedby,全球通拆机意向分公司工单数,NumberofWorkOrdersforGoToneServiceCancellationIntentbyBranch,全球通拆机意向工单数,NumberofWorkOrdersforGoToneServiceCancellationIntent
影响,affects,被影响,isAffectedby,全球通拆机率,GoToneServiceCancellationRate,全球通拆机规模,GlobalSystemDisconnectionScale
影响,affects,被影响,isAffectedby,拆机处理及时率,TimelinessRateofServiceCancellationProcessing,拆机综合挽留成功率,ComprehensiveRetentionSuccessRateforServiceCancellations
影响,affects,被影响,isAffectedby,拆机接通率,ServiceCancellationConnectionRate,拆机综合挽留成功率,ComprehensiveRetentionSuccessRateforServiceCancellations
影响,affects,被影响,isAffectedby,全球通离网意向客户占比,ProportionofGoToneCustomerswithChurnIntent,离网风险,DisconnectionRisk
影响,affects,被影响,isAffectedby,全球通离网率,GoToneChurnRate,全球通离网规模,GlobalSystemChurnScale
影响,affects,被影响,isAffectedby,离网风险,DisconnectionRisk,全球通离网规模,GlobalSystemChurnScale
影响,affects,被影响,isAffectedby,全球通携出率,GoTonePortingOutRate,离网风险,DisconnectionRisk
影响,affects,被影响,isAffectedby,宽带客户规模,BroadbandCustomerScale,宽带客户收入,BroadbandCustomerRevenue
影响,affects,被影响,isAffectedby,老客规模,ExistingCustomerScale,老客收入,ExistingCustomerRevenue
影响,affects,被影响,isAffectedby,权益客户规模,PrivilegeCustomerScale,权益客户收入,PrivilegeCustomerRevenue
影响,affects,被影响,isAffectedby,融合客户规模,ConvergedCustomerScale,融合客户收入,ConvergedCustomerRevenue
影响,affects,被影响,isAffectedby,总客户规模,TotalCustomerScale,总收入规模,TotalRevenueScale
影响,affects,被影响,isAffectedby,终端客户规模,TerminalCustomerScale,终端客户收入,TerminalCustomerRevenue
影响,affects,被影响,isAffectedby,异网侵扰量,CompetitorInvasionVolume,携出量,PortoutVolume
影响,affects,被影响,isAffectedby,升档客户规模,UpgradedCustomerScale,总客户规模,TotalCustomerScale
影响,affects,被影响,isAffectedby,降档客户规模,DowngradedCustomerScale,总客户规模,TotalCustomerScale
影响,affects,被影响,isAffectedby,离网量,ChurnVolume,总客户规模,TotalCustomerScale
影响,affects,被影响,isAffectedby,拆机量,DisconnectionVolume,总客户规模,TotalCustomerScale
影响,affects,被影响,isAffectedby,携出量,PortoutVolume,总客户规模,TotalCustomerScale
影响,affects,被影响,isAffectedby,客户行为,CustomerBehavior,客户规模,CustomerScale
影响,affects,被影响,isAffectedby,客户行为,CustomerBehavior,流失与拆机,ChurnandDisconnection
影响,affects,被影响,isAffectedby,流失与拆机,ChurnandDisconnection,客户规模,CustomerScale
影响,affects,被影响,isAffectedby,客户规模,CustomerScale,收入影响,RevenueImpact
影响,affects,被影响,isAffectedby,收入影响,RevenueImpact,客户维系,CustomerRetention
影响,affects,被影响,isAffectedby,客户维系,CustomerRetention,客户规模,CustomerScale
影响,affects,被影响,isAffectedby,新客规模,NewCustomerScale,总客户规模,TotalCustomerScale
影响,affects,被影响,isAffectedby,潜客规模,PotentialCustomerScale,新客规模,NewCustomerScale
影响,affects,被影响,isAffectedby,偏好客户,PreferenceCustomers,客户使用,CustomerUsage
影响,affects,被影响,isAffectedby,老客留存规模,ExistingCustomerRetentionScale,老客留存收入,ExistingCustomerRetentionRevenue
影响,affects,被影响,isAffectedby,老客流失规模,ExistingCustomerChurnScale,老客流失收入,ExistingCustomerChurnRevenue
影响,affects,被影响,isAffectedby,总收入规模,TotalRevenueScale,老客留存策略,ExistingCustomerRetentionStrategy
影响,affects,被影响,isAffectedby,老客收入,ExistingCustomerRevenue,总收入规模,TotalRevenueScale
影响,affects,被影响,isAffectedby,宽带客户收入,BroadbandCustomerRevenue,总收入规模,TotalRevenueScale
影响,affects,被影响,isAffectedby,权益客户收入,PrivilegeCustomerRevenue,总收入规模,TotalRevenueScale
影响,affects,被影响,isAffectedby,融合客户收入,ConvergedCustomerRevenue,总收入规模,TotalRevenueScale
影响,affects,被影响,isAffectedby,终端客户收入,TerminalCustomerRevenue,总收入规模,TotalRevenueScale
影响,affects,被影响,isAffectedby,升档客户收入,UpgradedCustomerRevenue,老客收入,ExistingCustomerRevenue
影响,affects,被影响,isAffectedby,降档客户收入,DowngradedCustomerRevenue,老客收入,ExistingCustomerRevenue
影响,affects,被影响,isAffectedby,老客留存收入,ExistingCustomerRetentionRevenue,老客收入,ExistingCustomerRevenue
影响,affects,被影响,isAffectedby,老客流失收入,ExistingCustomerChurnRevenue,老客收入,ExistingCustomerRevenue
影响,affects,被影响,isAffectedby,客户使用收入,CustomerUsageRevenue,总收入规模,TotalRevenueScale
影响,affects,被影响,isAffectedby,携出金额,PortingOutAmount,总收入规模,TotalRevenueScale
影响,affects,被影响,isAffectedby,拆机收入影响,RevenueImpactofServiceCancellation,总收入规模,TotalRevenueScale
影响,affects,被影响,isAffectedby,离网收入影响,RevenueImpactofChurn,总收入规模,TotalRevenueScale
影响,affects,被影响,isAffectedby,客户使用,CustomerUsage,客户体验,CustomerExperience
影响,affects,被影响,isAffectedby,客户体验,CustomerExperience,流失风险,ChurnRisk
影响,affects,被影响,isAffectedby,流失风险,ChurnRisk,离网量,ChurnVolume
影响,affects,被影响,isAffectedby,到期续约,RenewalUponExpiration,老客留存规模,ExistingCustomerRetentionScale
影响,affects,被影响,isAffectedby,老客留存策略,ExistingCustomerRetentionStrategy,老客留存规模,ExistingCustomerRetentionScale
影响,affects,被影响,isAffectedby,升档策略规模,UpgradingStrategyScale,升档客户规模,UpgradedCustomerScale
影响,affects,被影响,isAffectedby,挽回量,RecoveryVolume,离网量,ChurnVolume
影响,affects,被影响,isAffectedby,电信携出,ChinaTelecomPortout,携出量,PortoutVolume
影响,affects,被影响,isAffectedby,联通携出,ChinaUnicomPortout,携出量,PortoutVolume
构成,constitutes,拆分,splitsinto,全球通新客数量,NewGlobalSystemCustomerCount,全球通总客户数量,TotalGlobalSystemCustomerCount
构成,constitutes,拆分,splitsinto,全球通老客数量,ExistingGlobalSystemCustomerCount,全球通总客户数量,TotalGlobalSystemCustomerCount
构成,constitutes,拆分,splitsinto,全球通客户宽带客户数,NumberofGlobalSystemBroadbandCustomers,全球通总客户数量,TotalGlobalSystemCustomerCount
构成,constitutes,拆分,splitsinto,全球通客户权益客户数,NumberofGlobalSystemPrivilegeCustomers,全球通总客户数量,TotalGlobalSystemCustomerCount
构成,constitutes,拆分,splitsinto,全球通客户终端客户数,NumberofGlobalSystemTerminalCustomers,全球通总客户数量,TotalGlobalSystemCustomerCount
构成,constitutes,拆分,splitsinto,全球通融合客户规模,GlobalSystemConvergedCustomerScale,全球通总客户数量,TotalGlobalSystemCustomerCount
构成,constitutes,拆分,splitsinto,全球通联通异网侵扰量,GlobalSystemChinaUnicomInvasionVolume,全球通异网侵扰量,GlobalSystemCompetitorInvasionVolume
构成,constitutes,拆分,splitsinto,全球通电信异网侵扰量,GlobalSystemChinaTelecomInvasionVolume,全球通异网侵扰量,GlobalSystemCompetitorInvasionVolume
构成,constitutes,拆分,splitsinto,全球通联通携出规模,GlobalSystemChinaUnicomPortoutScale,全球通异网携出规模,GlobalSystemCrossnetworkPortoutScale
构成,constitutes,拆分,splitsinto,全球通电信携出规模,GlobalSystemChinaTelecomPortoutScale,全球通异网携出规模,GlobalSystemCrossnetworkPortoutScale
构成,constitutes,拆分,splitsinto,全球通异网携出规模,GlobalSystemCrossnetworkPortoutScale,全球通老客流失数量,ExistingGlobalSystemCustomerChurnCount
构成,constitutes,拆分,splitsinto,全球通拆机规模,GlobalSystemDisconnectionScale,全球通老客流失数量,ExistingGlobalSystemCustomerChurnCount
构成,constitutes,拆分,splitsinto,全球通离网规模,GlobalSystemChurnScale,全球通老客流失数量,ExistingGlobalSystemCustomerChurnCount
构成,constitutes,拆分,splitsinto,宽带客户规模,BroadbandCustomerScale,总客户规模,TotalCustomerScale
构成,constitutes,拆分,splitsinto,权益客户规模,PrivilegeCustomerScale,总客户规模,TotalCustomerScale
构成,constitutes,拆分,splitsinto,融合客户规模,ConvergedCustomerScale,总客户规模,TotalCustomerScale
构成,constitutes,拆分,splitsinto,终端客户规模,TerminalCustomerScale,总客户规模,TotalCustomerScale
构成,constitutes,拆分,splitsinto,宽带客户收入,BroadbandCustomerRevenue,总收入规模,TotalRevenueScale
构成,constitutes,拆分,splitsinto,权益客户收入,PrivilegeCustomerRevenue,总收入规模,TotalRevenueScale
构成,constitutes,拆分,splitsinto,融合客户收入,ConvergedCustomerRevenue,总收入规模,TotalRevenueScale
构成,constitutes,拆分,splitsinto,终端客户收入,TerminalCustomerRevenue,总收入规模,TotalRevenueScale
构成,constitutes,拆分,splitsinto,老客规模,ExistingCustomerScale,总客户规模,TotalCustomerScale
构成,constitutes,拆分,splitsinto,新客规模,NewCustomerScale,总客户规模,TotalCustomerScale
构成,constitutes,拆分,splitsinto,电信携出,ChinaTelecomPortout,携出量,PortoutVolume
构成,constitutes,拆分,splitsinto,联通携出,ChinaUnicomPortout,携出量,PortoutVolume
构成,constitutes,拆分,splitsinto,拆机量,DisconnectionVolume,老客流失规模,ExistingCustomerChurnScale
构成,constitutes,拆分,splitsinto,离网量,ChurnVolume,老客流失规模,ExistingCustomerChurnScale
构成,constitutes,拆分,splitsinto,携出量,PortoutVolume,老客流失规模,ExistingCustomerChurnScale
构成,constitutes,拆分,splitsinto,挽回量,RecoveryVolume,流失风险,ChurnRisk
构成,constitutes,拆分,splitsinto,携出量,PortoutVolume,流失风险,ChurnRisk
构成,constitutes,拆分,splitsinto,拆机量,DisconnectionVolume,流失风险,ChurnRisk
构成,constitutes,拆分,splitsinto,离网量,ChurnVolume,流失风险,ChurnRisk
构成,constitutes,拆分,splitsinto,拆机收入影响,RevenueImpactofServiceCancellation,老客流失收入,ExistingCustomerChurnRevenue
构成,constitutes,拆分,splitsinto,离网收入影响,RevenueImpactofChurn,老客流失收入,ExistingCustomerChurnRevenue
构成,constitutes,拆分,splitsinto,全球通宽带客户收入占比,RevenueContributionRateofGlobalSystemBroadbandCustomers,全球通总收入占比,ProportionofTotalGoToneRevenue
构成,constitutes,拆分,splitsinto,全球通权益客户收入占比,RevenueContributionRateofGlobalSystemPrivilegeCustomers,全球通总收入占比,ProportionofTotalGoToneRevenue
构成,constitutes,拆分,splitsinto,全球通融合客户收入占比,RevenueContributionRateofGlobalSystemConvergedCustomers,全球通总收入占比,ProportionofTotalGoToneRevenue
构成,constitutes,拆分,splitsinto,全球通终端客户收入占比,RevenueContributionRateofGlobalSystemTerminalCustomers,全球通总收入占比,ProportionofTotalGoToneRevenue
构成,constitutes,拆分,splitsinto,全球通老客户收入占比,RevenueContributionRateofExistingGlobalSystemCustomers,全球通总收入占比,ProportionofTotalGoToneRevenue
构成,constitutes,拆分,splitsinto,全球通携出数量,NumberofGoTonePortingOutCases,全球通老客流失数量,ExistingGlobalSystemCustomerChurnCount
构成,constitutes,拆分,splitsinto,全球通离网规模,GlobalSystemChurnScale,全球通老客流失数量,ExistingGlobalSystemCustomerChurnCount
构成,constitutes,拆分,splitsinto,全球通拆机规模,GlobalSystemDisconnectionScale,全球通老客流失数量,ExistingGlobalSystemCustomerChurnCount
构成,constitutes,拆分,splitsinto,全球通降档规模,GlobalSystemDowngradeScale,全球通老客流失数量,ExistingGlobalSystemCustomerChurnCount
构成,constitutes,拆分,splitsinto,全球通升级计划参与率,ParticipationRateofGoToneUpgradePlan,三大计划参与率,ParticipationRateofThreeMajorPlans
构成,constitutes,拆分,splitsinto,网龄回馈计划参与率,ParticipationRateofNetworkAgeRewardPlan,三大计划参与率,ParticipationRateofThreeMajorPlans
构成,constitutes,拆分,splitsinto,移动爱家计划参与率,ParticipationRateofMobileAijiaPlan,三大计划参与率,ParticipationRateofThreeMajorPlans
构成,constitutes,拆分,splitsinto,宠物类需求客户,CustomerswithDemandforPetRelatedProducts,智家硬件偏好需求客户,CustomerswithPreferenceforSmartHomeHardware
构成,constitutes,拆分,splitsinto,云电脑偏好客户,CustomerswithPreferenceforCloudComputers,智家硬件偏好需求客户,CustomerswithPreferenceforSmartHomeHardware
构成,constitutes,拆分,splitsinto,安防偏好客户,CustomerswithPreferenceforSecurityProducts,智家硬件偏好需求客户,CustomerswithPreferenceforSmartHomeHardware
构成,constitutes,拆分,splitsinto,网络优化偏好客户,CustomerswithPreferenceforNetworkOptimization,智家硬件偏好需求客户,CustomerswithPreferenceforSmartHomeHardware
构成,constitutes,拆分,splitsinto,门锁类偏好客户,CustomerswithPreferenceforDoorLockProducts,智家硬件偏好需求客户,CustomerswithPreferenceforSmartHomeHardware
构成,constitutes,拆分,splitsinto,康养类偏好客户,CustomerswithPreferenceforHealthCareProducts,智家硬件偏好需求客户,CustomerswithPreferenceforSmartHomeHardware
构成,constitutes,拆分,splitsinto,视频偏好客户,CustomerswithPreferenceforVideoServices,高价值权益潜在需求客户,CustomerswithPotentialDemandforHighValueBenefits
